frequency,raw
11435.04,-15.48
11464.56,-15.60
11494.11,-15.26
11523.70,-14.83
11553.33,-14.93
11583.00,-15.40
11612.70,-16.29
11642.45,-16.28
11672.23,-16.66
11702.05,-16.37
11731.91,-16.07
11761.81,-16.46
11791.74,-16.74
11821.71,-16.61
11851.72,-16.38
11881.77,-15.86
11911.86,-15.81
11941.98,-16.29
11972.15,-16.90
12002.35,-17.94
12032.59,-17.90
12062.87,-18.53
12093.18,-18.23
12123.53,-18.90
12153.93,-18.93
12184.36,-19.84
12214.82,-19.79
12245.33,-19.61
12275.87,-18.48
12306.46,-18.44
12337.08,-19.43
12367.74,-20.10
12398.43,-21.20
12429.17,-21.32
12459.94,-22.24
12490.75,-22.30
12521.60,-22.64
12552.49,-22.60
12583.41,-22.02
12614.38,-21.95
12645.38,-22.01
12676.42,-21.38
12707.50,-20.25
12738.61,-18.55
12769.76,-18.08
12800.96,-19.01
12832.19,-20.88
12863.46,-22.09
12894.76,-22.92
12926.11,-22.52
12957.49,-21.35
12988.91,-20.20
13020.37,-20.23
13051.87,-21.38
13083.40,-22.81
13114.97,-22.13
13146.59,-21.54
13178.23,-21.07
13209.92,-21.93
13241.65,-22.48
13273.41,-23.17
13305.21,-24.02
13337.05,-24.02
13368.93,-22.68
13400.85,-21.66
13432.80,-20.80
13464.79,-21.01
13496.82,-21.43
13528.89,-23.21
13561.00,-24.54
13593.14,-25.44
13625.33,-24.47
13657.55,-24.36
13689.81,-24.21
13722.10,-24.07
13754.44,-23.82
13786.81,-23.29
13819.22,-22.99
13851.67,-22.66
13884.16,-22.64
13916.69,-22.59
13949.25,-22.75
13981.85,-23.29
14014.49,-24.39
14047.17,-24.64
14079.89,-24.35
14112.64,-24.14
14145.44,-25.10
14178.27,-26.26
14211.14,-26.52
14244.04,-25.77
14276.99,-25.05
14309.97,-25.13
14342.99,-26.03
14376.05,-26.00
14409.15,-25.38
14442.29,-23.61
14475.46,-23.13
14508.67,-23.15
14541.92,-23.68
14575.21,-24.46
14608.53,-24.86
14641.90,-25.83
14675.30,-24.66
14708.74,-23.49
14742.22,-22.46
14775.74,-22.90
14809.29,-23.17
14842.89,-23.30
14876.52,-23.21
14910.19,-23.95
14943.89,-23.32
14977.64,-23.09
15011.42,-22.88
15045.24,-24.60
15079.10,-24.74
15113.00,-25.03
15146.94,-24.12
15180.91,-24.10
15214.92,-24.02
15248.97,-25.15
15283.06,-26.01
15317.19,-27.71
15351.35,-27.02
15385.55,-27.05
15419.80,-25.90
15454.07,-25.42
15488.39,-24.26
15522.75,-24.24
15557.14,-24.71
15591.57,-24.91
15626.04,-25.57
15660.55,-25.75
15695.09,-26.79
15729.68,-27.62
15764.30,-27.94
15798.96,-27.37
15833.66,-27.47
15868.39,-28.18
15903.17,-29.02
15937.98,-29.49
15972.83,-29.14
16007.72,-28.92
16042.65,-28.87
16077.61,-29.26
16112.61,-29.62
16147.66,-29.61
16182.73,-29.97
16217.85,-30.07
16253.01,-31.13
16288.20,-32.23
16323.43,-32.10
16358.70,-32.35
16394.01,-32.49
16429.36,-33.02
16464.74,-33.14
16500.16,-33.26
16535.62,-32.61
16571.12,-33.11
16606.66,-34.65
16642.23,-36.71
16677.84,-37.15
16713.49,-37.80
16749.18,-36.82
16784.91,-35.13
16820.68,-34.17
16856.48,-35.46
16892.32,-37.39
16928.20,-37.70
16964.12,-36.08
17000.07,-34.04
17036.07,-33.16
17072.10,-33.45
17108.17,-34.79
17144.28,-35.95
17180.42,-36.56
17216.61,-35.63
17252.83,-34.00
17289.09,-32.82
17325.39,-33.67
17361.73,-36.19
17398.10,-38.23
17434.51,-37.81
17470.96,-36.14
17507.45,-35.30
17543.98,-35.22
17580.55,-36.32
17617.15,-38.66
17653.79,-39.37
17690.47,-37.24
17727.19,-34.98
17763.95,-34.32
17800.74,-35.46
17837.57,-37.59
17874.44,-39.30
17911.35,-38.11
17948.30,-36.62
17985.28,-35.38
18022.30,-34.85
18059.37,-36.18
18096.46,-37.77
18133.60,-37.87
18170.78,-36.51
18207.99,-35.72
18245.24,-36.33
18282.53,-37.24
18319.86,-37.46
18357.22,-36.68
18394.63,-36.09
18432.07,-36.09
18469.55,-37.74
18507.07,-38.15
18544.62,-38.92
18582.22,-38.61
18619.85,-39.56
18657.52,-39.47
18695.23,-39.34
18732.98,-38.04
18770.76,-38.21
18808.58,-39.25
18846.45,-39.46
18884.35,-38.28
18922.28,-37.34
18960.26,-35.98
18998.27,-35.38
19036.32,-36.67
19074.41,-37.45
19112.54,-36.91
19150.71,-35.58
19188.91,-33.58
19227.15,-33.20
19265.43,-32.88
19303.75,-33.61
19342.11,-33.46
19380.50,-32.99
19418.94,-32.05
19457.41,-31.49
19495.92,-32.12
19534.46,-32.56
19573.05,-32.75
19611.67,-32.40
19650.33,-31.34
19689.03,-31.09
19727.77,-31.96
19766.55,-32.86
19805.36,-34.47
19844.21,-33.86
19883.10,-32.23
19922.03,-32.20
19961.00,-33.73
