frequency,raw
19534.46,-61.46
19573.05,-60.29
19611.67,-59.91
19650.33,-60.31
19689.03,-60.68
19727.77,-60.37
19766.55,-60.29
19805.36,-59.94
19844.21,-59.37
19883.10,-58.57
19922.03,-58.05
19961.00,-59.43
